title,genres
Eight Days a Week (1997),Comedy
Eight Deadly Shots (Kahdeksan surmanluotia) (1972),Drama
Eight Iron Men (1952),Drama|War
Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
Eight Men Out (1988),Drama
Eight Miles High (Das wilde Leben) (2007),Drama
"Eighth Day, The (Den Åttonde dagen) (1979)",Children|Drama
"Eighth Day, The (Huitième jour, Le) (1996)",Drama
Eila (2003),Drama
"Eila, Rampe and Likka (2014)",Comedy
Einstein and Eddington (2008),Drama
Either Way (Á annan veg) (2011),Comedy|Drama
Eklavya: The Royal Guard (2007),Action|Drama|Thriller
El asombroso mundo de Borjamari y Pocholo (2004),(no genres listed)
El chocolate del loro (2004),Comedy
El Cid (1961),Action|Adventure|Drama|Romance|War
El Dorado (1966),Western
El Escarabajo de Oro (2014),(no genres listed)
El Greco (2007),Drama
El Hada Buena - Una Fábula Peronista (2010),Comedy|Sci-Fi
El Lobo (2004),Thriller
El malvado Carabel (1956),Comedy
El Niño (2014),Drama|Thriller
El Robobo De La Jojoya (1991),Comedy
El tren de la memoria (2005),Documentary
Elaine Stritch: Shoot Me (2013),Documentary|Musical
Electile Dysfunction (2008),Documentary
Election (1999),Comedy
Election (Hak se wui) (2005),Crime|Drama|Thriller
Election Day (2007),Documentary
Electra Glide in Blue (1973),Action|Crime
"Electra, My Love (Szerelmem, Elektra) (1974)",Drama
"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)",Comedy|Documentary
Electric Dragon 80.000 V (2001),Drama|Fantasy|Sci-Fi
Electric Dreams (1984),Comedy|Drama|Romance|Sci-Fi
"Electric Horseman, The (1979)",Comedy|Western
"Electric House, The (1922)",Comedy
Electric Shadows (Meng ying tong nian) (2004),Drama
Electrick Children (2012),Drama
Electroma (2006),Drama|Sci-Fi
Electronic Labyrinth THX 1138 4EB (1967),Sci-Fi
Elegy (2008),Drama|Romance
Elektra (2005),Action|Adventure|Crime|Drama
Elektra Luxx (2010),Comedy
"Element of Crime, The (Forbrydelsens Element) (1984)",Drama|Thriller
"Elementary Particles, The (Elementarteilchen) (2006)",Drama|Romance
Elena (2011),Drama
Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956),Comedy|Drama|Romance
Elena Undone (2010),Drama|Romance
Elephant (2003),Drama
Elephant Boy (1937),Adventure|Drama
"Elephant in the Living Room, The (2010)",Documentary
"Elephant Man, The (1980)",Drama
Elephant White (2011),Action|Crime|Thriller
Elephants Dream (2006),Animation|Fantasy|Sci-Fi
Elevator (2008),Comedy|Drama
Elevator (2011) ,Thriller
Elevator Girl (2010),Comedy|Romance
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller
"Eleventh Hour, The (2008)",Action|Thriller
"Eleventh Year, The (Odinnadtsatyy) (1928) ",Documentary
Elf (2003),Children|Comedy|Fantasy
Elfie Hopkins: Cannibal Hunter (2012),Horror|Thriller
Elia Kazan: A Director's Journey (1995),Documentary
Elite Squad (Tropa de Elite) (2007),Action|Crime|Drama|Thriller
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama
Elizabeth (1998),Drama
Elizabeth I (2005),Drama
Elizabeth: The Golden Age (2007),Drama
Elizabethtown (2005),Comedy|Drama|Romance
Ella Enchanted (2004),Comedy|Fantasy|Romance
"Ella Lola, a la Trilby (1898)",(no genres listed)
Elle: A Modern Cinderella Tale (2011),Children|Drama|Fantasy|Sci-Fi
Ellen DeGeneres: The Beginning (2000),Comedy
Elles (2011),Drama
Ellie Parker (2005),Comedy|Drama
Elling (2001),Comedy|Drama
Elmer Gantry (1960),Drama
Eloise at Christmastime (2003),Children|Comedy|Drama
Eloise at the Plaza (2003),Children|Comedy|Mystery
Elsa & Fred (2014),Children|Comedy|Romance
Elsewhere (2009),Crime|Drama|Thriller
Elstree Calling (1930),Comedy|Musical
"Elusive Summer of '68, The (Varljivo leto '68) (1984)",Comedy|Drama|Romance
Elvira Madigan (1967),Drama|Romance
"Elvira, Mistress of the Dark (1988)",Comedy|Horror
Elvis (1979),Drama
Elvis and Anabelle (2007),Drama|Romance
Elvis and Me (1988),Drama|Romance
Elvis Meets Nixon (1997),Comedy|Drama
Elvis on Tour (1972),Documentary|Musical
Elvis: That's the Way It Is (1970),Documentary
Elysium (2013),Action|Drama|Sci-Fi|IMAX
"Embalmer, The (Imbalsamatore, L') (2002)",Drama
Embodiment of Evil (Encarnação do Demônio) (2008),Mystery
Embrace of the Vampire (1995),Horror|Thriller
Embracing (1992),Documentary
Emerald Cowboy (2002),Documentary|Drama
"Emerald Forest, The (1985)",Action|Adventure|Drama
"Emergency Escape, The (Wyjscie awaryjne) (1982)",Comedy
Emergency Squad (1974),Action|Thriller
Emergo (Apartment 143) (2011),Horror
"Emigrants, The (Utvandrarna) (1971)",Drama
Emil i Lönneberga (1971),Children|Drama
Eminem AKA (2004) ,Documentary
Emitai (1971),Drama
Emma (1932),Comedy|Drama|Romance
Emma (1996),Comedy|Drama|Romance
Emma (1996),Romance
Emma (2009),Comedy|Drama|Romance
Emmanuelle (1974),Drama|Romance
Emmanuelle 2 (1975),Drama
Emmanuel's Gift (2005),Documentary
Emma's Bliss (Emmas Glück) (2006),Drama|Romance
Emmet Otter's Jug-Band Christmas (1977),Children|Comedy|Drama|Musical
Emmett's Mark (2002),Crime|Drama|Thriller
Emo Philips Live (1987),Comedy
Emotion (1966),Comedy|Horror
Emperor (2012),Drama|War
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
"Emperor Jones, The (1933)",Drama
Emperor of the North (Emperor of the North Pole) (1973),Action|Drama|Thriller
"Emperor Waltz, The (1948)",Comedy|Musical|Romance
"Emperor's Naked Army Marches On, The (Yuki Yukite shingun) (1987)",Documentary
"Emperor's New Clothes, The (2001)",Comedy
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation|Children|Comedy
"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
Empire (1964),Documentary
Empire (2002),Crime|Drama
Empire Falls (2005),Drama|Romance
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary
Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime|Drama|Romance
Empire of Silver (Bai yin di guo) (2009),Drama|Romance
Empire of the Ants (1977),Horror|Sci-Fi
Empire of the Sun (1987),Action|Adventure|Drama|War
Empire of the Wolves (L'empire des loups) (2005),Action|Drama|Thriller
Empire Records (1995),Comedy|Drama
Empire State (2013),Action|Drama
Employee of the Month (2004),Comedy|Drama
Employee of the Month (2006),Comedy
Employees' Entrance (1933),Drama|Romance
Employees Leaving the Lumière Factory (1895),Documentary
"Employment, The (Empleo, El) (2008)",Animation|Comedy|Drama
"Empty Mirror, The (1996)",Drama
Empty Nest (El nido vacío) (2008),Comedy|Drama
EMR (2004),Thriller
En på miljonen (1995),(no genres listed)
En rachâchant (1982),(no genres listed)
Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
Enchanted April (1992),Drama|Romance
"Enchanted Cottage, The (1945)",Drama|Romance
Enchantment (1948),Drama|Romance
Encino Man (1992),Comedy
Encore (1951),Comedy|Drama
Encounter in the Third Dimension (1999),IMAX
Encounters at the End of the World (2008),Documentary
End Game (2006),Crime|Drama|Mystery
"End of America, The (2008)",Documentary
End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
"End of Love, The (2012)",Drama
"End of Poverty, The (2008)",Documentary
"End of St. Petersburg, The (Konets Sankt-Peterburga) (1927)",Drama
End of Suburbia: Oil Depletion and the Collapse of the American Dream (2004),Documentary
"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)",Drama
"End of the Affair, The (1955)",Drama
"End of the Affair, The (1999)",Drama
End of the Century: The Story of the Ramones (2003),Documentary|Musical
End of the Game (Der Richter und sein Henker) (1975),Crime|Drama|Mystery|Thriller
End of the Line (2007),Horror|Thriller
"End of the Line, The (2009)",Documentary
End of the Spear (2005),Drama
End of the World (1977),Mystery|Sci-Fi|Thriller
"End of Violence, The (1997)",Drama|Thriller
End of Watch (2012),Crime|Drama|Thriller
"End, The (1978)",Comedy
Endangered Species (1982),Mystery|Sci-Fi|Thriller
Endangered Species (2003),Horror|Sci-Fi|Thriller
Endeavour (2012),Crime|Drama|Mystery
Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX
Endgame (2009),Drama
Endgame: Blueprint for Global Enslavement (2007),Documentary
Endless Love (1981),Drama|Romance
Endless Love (1993),Drama|Romance
Endless Love (2014),Drama|Romance
"Endless Summer 2, The (1994)",Adventure|Documentary
"Endless Summer, The (1966)",Documentary
Endurance (1999),Documentary|Drama
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary
Enduring Love (2004),Drama
Enemies Closer (2013),Action|Thriller
"Enemies of Reason, The (2007)",Documentary
Enemies: A Love Story (1989),Drama
Enemy (2013),Mystery|Thriller
Enemy at the Gates (2001),Drama|War
"Enemy Below, The (1957)",Action|Drama|War
Enemy Mine (1985),Adventure|Drama|Sci-Fi
"Enemy of the People, An (1966)",Drama
"Enemy of the People, An (1978)",Drama
"Enemy of the People, An (Ganashatru) (1989)",Drama
Enemy of the State (1998),Action|Thriller
"Enemy Within, The (O ehthros mou) (2013)",Drama
"Enfer, L' (1994)",Drama
"Enforcer, The (1951)",Crime|Drama|Film-Noir
"Enforcer, The (1976)",Crime
"Enforcer, The (Gei ba ba de xin) (1995)",Action
"English Patient, The (1996)",Drama|Romance|War
"English Surgeon, The (2007)",Documentary
"English Teacher, The (2013)",Comedy|Drama
English Vinglish (2012),Comedy|Drama
"Englishman in New York, An (2009)",Drama
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
Enid (2009),Drama
Enid Is Sleeping (1990),Comedy
Enigma (1983),Drama|Sci-Fi
Enigma (2001),Romance|Thriller
"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama
Enlighten Up! (2008),Documentary
Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Comedy|Drama
"Ennui, L' (1998)",Drama|Romance
Enola Gay and the Atomic Bombing of Japan (1995),Documentary
Enon opetukset (2011),Comedy|Drama
Enough (2002),Drama|Thriller
Enough Said (2013),Comedy|Drama|Romance
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer (2014),Documentary
Enron: The Smartest Guys in the Room (2005),Documentary
Enter Arsene Lupin (1944),Crime|Drama
Enter Nowhere (2011),Mystery|Thriller
Enter the Dragon (1973),Action|Crime
Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama
Enter the Phoenix (Da lao ai mei li) (2004),Action|Comedy
Enter the Void (2009),Drama
"Entertainer, The (1960)",Drama
Entertaining Angels: The Dorothy Day Story (1996),Drama
Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931),Documentary
"Entitled, The (2011)",Thriller
Entity (2012),Drama|Horror|Thriller
"Entity, The (1981)",Horror
Entr'acte (1924),Comedy|Drama
Entrapment (1999),Crime|Thriller
Entre Amigos (Planta 4ª) (2003),Comedy|Drama
Entre nos (Between Us) (2009),Drama
Entre ses mains (2005),Drama|Romance|Thriller
Envy (2004),Comedy
Envy (Kiskanmak) (2009),Drama
Epic (2013),Adventure|Animation|Fantasy
Epic Movie (2007),Adventure|Comedy
Epidemic (1988),Drama|Horror|Thriller
Episode 3: Enjoy Poverty (2009),Documentary|War
Epitaph (2007),Horror
"Equalizer, The (2014)",Action|Crime|Thriller
Equilibrium (2002),Action|Sci-Fi|Thriller
Equinox (1970),Adventure|Horror|Mystery
Equinox (1992),Drama|Mystery|Thriller
Equinox Flower (Higanbana) (1958),Comedy|Drama
Equus (1977),Drama|Mystery
"Era of Vampires, The (2003)",Action|Horror
Eragon (2006),Action|Adventure|Fantasy
"Erased (Expatriate, The) (2012)",Action|Thriller
Eraser (1996),Action|Drama|Thriller
Eraserhead (1977),Drama|Horror
Erasing David (2010),Documentary
Erendira (1983),Drama
Erik the Viking (1989),Adventure|Comedy|Fantasy
Erin Brockovich (2000),Drama
Erkan & Stefan 2 (2002),Comedy
Erkan & Stefan 3 (2005),Comedy
Ernest & Célestine (Ernest et Célestine) (2012),Adventure|Animation|Children|Comedy|Drama|Romance
"Ernest Film Festival, The (1986)",Comedy
Ernest Goes to Africa (1997),Comedy
Ernest Goes to Camp (1987),Comedy
Ernest Goes to Jail (1990),Comedy
Ernest Goes to School (1994),Children|Comedy|Drama
Ernest in the Army (1998),Comedy
Ernest Rides Again (1993),Children|Comedy
Ernest Saves Christmas (1988),Children|Comedy
Ernest Scared Stupid (1991),Comedy
Eros (2004),Drama
Eros (Men and Women) (Noite Vazia) (1964),Drama
Eros Plus Massacre (Erosu purasu Gyakusatsu) (1969),Drama
"Erotic Man, The (2010)",Drama
"Errand Boy, The (1961)",Comedy
Errors of the Human Body (2012) ,Drama|Sci-Fi|Thriller
Esa ja Vesa - auringonlaskun ratsastajat (1994),Action|Adventure|Comedy|Crime
Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
Escanaba in da Moonlight (2001),Comedy
Escape (1940),Drama
Escape (Flukt) (2012),Action|Drama
"Escape Artist, The (1982)",Drama
"Escape Artist, The (2013)",Drama|Thriller
Escape Fire: The Fight to Rescue American Healthcare (2012),Documentary
Escape from Alcatraz (1979),Drama|Thriller
Escape from Dartmoor (1929),Crime|Drama
Escape from Fort Bravo (1953),Western
Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
Escape from Planet Earth (2013),Adventure|Animation|Comedy|Sci-Fi
Escape from Suburbia: Beyond the American Dream (2007),Documentary
Escape from the Planet of the Apes (1971),Action|Sci-Fi
Escape From Tomorrow (2013),Drama|Fantasy|Horror
Escape Me Never (1947),Drama
Escape Plan (2013),Action|Mystery|Thriller
Escape to Athena (1979),Action|Adventure|Comedy|War
Escape to Witch Mountain (1975),Adventure|Children|Fantasy
"Escapist, The (2001)",Thriller
"Escapist, The (2008)",Thriller
Escobar: Paradise Lost (2014),Romance|Thriller
"Escort, The (Scorta, La) (1993)",Crime|Thriller
Escuela de seducción (2004),Comedy
Essential Killing (2010),Thriller|War
Essex Boys (2000),Crime|Thriller
Esther Kahn (2000),Drama
Estomago: A Gastronomic Story (2007),Drama
"Eternal Return, The (L'éternel retour) (1943)",Drama|Romance
Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
Eternally Yours (1939),Comedy|Drama
Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama
Ethan Frome (1993),Drama
Ethan Mao (2004),Drama|Thriller
Ethel (2012),Documentary
Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Documentary|Musical
Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone) (2010),Drama|Romance
Eulogy (2004),Comedy|Crime|Drama
Euphoria (Eyforiya) (2006),Drama|Romance
Eureka (1986),Drama
Eureka (Yurîka) (2000),Drama
Euridice BA 2O37 (Evridiki BA 2O37) (1975),Drama
Europa (Zentropa) (1991),Drama|Thriller
Europa Europa (Hitlerjunge Salomon) (1990),Drama|War
Europa Report (2013),Sci-Fi|Thriller
European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
"Europeans, The (1979)",Drama|Romance
EuroTrip (2004),Adventure|Comedy
Eva (2011),Drama|Fantasy|Sci-Fi
Eva (a.k.a. Eve) (1962),Drama
Evan Almighty (2007),Comedy|Fantasy
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi
Evangelion: 3.0 You Can (Not) Redo (2012),Action|Animation|Drama
Eve and the Fire Horse (2005),Drama
Eve of Destruction (1991),Action|Sci-Fi|Thriller
Evelyn (2002),Drama
Evelyn Prentice (1934),Drama|Mystery|Romance
Even Angels Eat Beans (1973),Action|Comedy|Crime
Even Cowgirls Get the Blues (1993),Comedy|Romance
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
Even Money (2006),Crime|Drama
Even the Rain (También la lluvia) (2010),Drama
Evening (2007),Drama
"Evening Star, The (1996)",Comedy|Drama
"Evening with Kevin Smith 2: Evening Harder, An (2006)",Comedy|Documentary
"Evening with Kevin Smith, An (2002)",Comedy|Documentary
Evenings on a Farm near Dikanka (1961),Comedy|Fantasy|Romance
Event Horizon (1997),Horror|Sci-Fi|Thriller
"Event, The (2003)",Drama
Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
Ever Since the World Ended (2001),Fantasy|Sci-Fi
Everest (1998),Documentary|IMAX
Evergreen (2004),Drama
Everlasting Moments (Maria Larssons eviga ögonblick) (2008),Drama
"Everlasting Piece, An (2000)",Comedy
Everly (2014),Action|Thriller
"Eversmile, New Jersey (1989)",Comedy|Drama|Romance
Every Day (2010),Comedy|Drama
Every Girl Should Be Married (1948),Comedy|Romance
Every Little Step (2008),Documentary
Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980),Drama
Every Night Dreams (Each Night I Dream) (Yogoto no yume) (1933),Drama
Every Other Week (Varannan vecka) (2006),Comedy|Drama|Romance
Every Other Weekend (Un week-end sur deux) (1990),Drama
Every Stewardess Goes to Heaven (Todas las azafatas van al cielo) (2002),Drama|Romance
Every Which Way But Loose (1978),Comedy
Everybody Dies But Me (2008),Drama
Everybody Street (2013),Documentary
Everybody Wants to Be Italian (2007),Comedy|Romance
Everybody Wins (1990),Drama|Mystery|Thriller
Everybody's Acting (1926),Drama|Romance
Everybody's All-American (1988),Romance
Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
Everybody's Fine (2009),Drama
Everybody's Fine (Stanno tutti bene) (1990),Comedy|Drama
Everybody's Got Somebody... Not Me (2012),Drama
Everybody's Woman (La signora di tutti) (1934),Drama
Everyday People (2004),Drama
Everyday Sunshine:  The Story of Fishbone (2010),Documentary
Everyone Else (Alle Anderen) (2009),Drama|Romance
Everyone Says I Love You (1996),Comedy|Musical|Romance
Everyone's Hero (2006),Adventure|Animation|Children|Comedy
Everything (2004),Drama|Mystery
Everything About Mustafa (Mustafa hakkinda hersey) (2004),Drama|Thriller
Everything I Can See From Here (2013),Adventure|Animation|Drama|Sci-Fi
Everything Is Illuminated (2005),Comedy|Drama
Everything Must Go (2010),Comedy|Drama
Everything or Nothing: The Untold Story of 007 (2012),Documentary
Everything Put Together (2000),Drama
Everything Relative (1996),Drama
Everything Will Be Fine (2010),Drama|Thriller
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
Eve's Bayou (1997),Drama
Evidence (1995),Documentary
Evidence (2013) ,Horror|Thriller
Evidence of Blood (1998),Crime|Drama|Mystery|Thriller
Evil - In the Time of Heroes (To kako - Stin epohi ton iroon) (2009),Adventure|Comedy|Horror
Evil (Ondskan) (2003),Drama
Evil Aliens (2005),Comedy|Horror|Sci-Fi
Evil Bong (2006),Comedy|Horror
"Evil Cult, The (Lord of the Wu Tang) (Yi tian tu long ji: Zhi mo jiao jiao zhu) (1993)",Action|Fantasy
Evil Dead (2013),Horror
Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
"Evil Dead, The (1981)",Fantasy|Horror|Thriller
"Evil of Frankenstein, The (1964)",Horror
Evil Remains (Trespassing) (2004),Horror|Thriller
Evil Roy Slade (1972),Comedy|Western
"Evil That Men Do, The (1984)",Action|Thriller
Evil Toons (1992),Comedy|Horror
Evil Under the Sun (1982),Crime|Drama|Mystery
Evilenko (2004),Crime|Horror|Thriller
Evilspeak (1981),Horror|Sci-Fi
Evita (1996),Drama|Musical
Evocateur: The Morton Downey Jr. Movie (2012),Documentary
Evolution (2001),Comedy|Sci-Fi
Evolver (1995),Action|Horror|Sci-Fi
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",Adventure|Children|Fantasy|Sci-Fi
Ewoks: The Battle for Endor (1985),Adventure|Children|Fantasy|Sci-Fi
Ex Drummer (2007),Comedy|Crime|Drama|Horror
"Ex, The (2007)",Comedy|Romance
Exam (2009),Mystery|Thriller
Examined Life (2008),Documentary
Excalibur (1981),Adventure|Fantasy
Excess Baggage (1997),Adventure|Romance
Excision (2012),Crime|Drama|Horror|Thriller
"Excuse Me Darling, But Lucas Loved Me (1997)",Comedy
Excuse Me for Living (2012),Comedy|Romance
Excuse My Dust (1951),Comedy|Musical
"Execution of P, The (Kinatay) (2009)",Crime|Thriller
Execution Squad (1972),Crime|Drama
"Executioner, The (1970)",Drama|Thriller
"Executioner, The (Massacre Mafia Style) (1978)",Crime|Drama|Thriller
